Row_ID;SI_ID;Conny_ID;FIUM_ID;Fish_ID;Date;FloyTag1;FloyTag2;FloyTag3;Floy_No;Former_Floy;Floychange;Pit_Tag;MarkorRecap;Kill;Total_Length_mm;Fork_Length_mm;Standard_Length_mm;Head_Circumference;Dorsal_Circumference;Gape;Weight;Sex;Confirmed_Sex;Rep_Status;Confirmed_Rep_Status;Transmitter_Num;DST_Tag;Pike_Name;Surgeon;BeginOPTime;EndOPTime;Muscle_Biopsy;Head;Scales;Fin_Clip;Fin_Ray;Eyelens;SIMS;Otoliths_Extracted;Valid_Otolith_Sample_Stored;Pool_Round_Name;Photo;Photo_No;Photo_File;Stomach_Cont;Sampler;Liver_Weight;Gonad_Weight;g_per_egg;g_per_egg_calculated;Weight_Without_Guts;Bleeding;Ostseehecht;Gear;Lure_Type;Lure_Length;Lure_Length_mm;Waterbody;Capture_Latitude;Capture_Longitude;Release_Latitude;Release_Longitude;Temperature_C;Conductivity_myS_cm;Salinity_PSU;Merged_Row;Reported_Via_Conny;Notes;EnterDate;Change_Tracker;Zone;Mesh_Size;Sample_Origin
11;1;NA;NA;BH-00395;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;694;NA;NA;NA;NA;75;2420;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00395.JPG,BH-00395I.JPG;empty;Hansen;51.6;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.319417;12.699083;54.335949;12.686367;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
12;1;NA;NA;BH-00396;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;368;NA;NA;NA;NA;37;340.6;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00396.JPG,BH-00396I.JPG;perch;Hansen;6.7;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.319417;12.699083;54.335949;12.686367;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
13;1;NA;NA;BH-00397;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;664;NA;NA;NA;NA;82;2300;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00397.JPG,BH-00397I.JPG;empty;Hansen;37.8;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.319417;12.699083;54.335949;12.686367;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
14;1;NA;NA;BH-00405;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;466;NA;NA;NA;NA;54;715.9;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;TRUE;Round 1;1;NA;BH-00405.JPG,BH-00405I.JPG;perch;Hansen;15.5;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.319417;12.699083;54.335949;12.686367;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
15;1;NA;NA;BH-00391;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;903;NA;NA;NA;NA;101;5220;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;TRUE;Round 1;1;NA;BH-00391.JPG,BH-00391I.JPG;empty;Hansen;104.6;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.319417;12.699083;54.335949;12.686367;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
16;1;NA;NA;BH-00404;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;731;NA;NA;NA;NA;75;2540;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00404.JPG,BH-00404I.JPG;empty;Hansen;58.5;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.319417;12.699083;54.335949;12.686367;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
17;1;NA;NA;BH-00403;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;541;NA;NA;NA;NA;61;1032.4;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00403.JPG,BH-00403I.JPG,BH-00403II.JPG;empty;Hansen;24;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.319417;12.699083;54.335949;12.686367;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
18;2;NA;NA;BH-00408;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;404;NA;NA;NA;NA;49;480.1;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00408.JPG,BH-00408I.JPG;empty;Hansen;8.4;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.33804;12.685291;54.335884;12.686337;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
19;2;NA;NA;BH-00413;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;777;NA;NA;NA;NA;89;3020;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00413.JPG,BH-00413I.JPG;empty;Hansen;73;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.33804;12.685291;54.335884;12.686337;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
20;2;NA;NA;BH-00412;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;468;NA;NA;NA;NA;45;689.5;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00412.JPG,BH-00412I.JPG;empty;Hansen;11.9;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.33804;12.685291;54.335884;12.686337;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
21;2;NA;NA;BH-00414;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;128;NA;NA;NA;NA;NA;10.3;u;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;0;NA;0;TRUE;Round 1;1;NA;BH-00414.JPG,BH-00414I.JPG;NA;Hansen;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.33804;12.685291;54.335884;12.686337;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
22;2;NA;NA;BH-00411;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;677;NA;NA;NA;NA;74;1870;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;TRUE;Round 1;1;NA;BH-00411.JPG,BH-00411I.JPG,BH-00411II.JPG;empty;Hansen;31.3;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.33804;12.685291;54.335884;12.686337;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
23;2;NA;NA;BH-00407;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;364;NA;NA;NA;NA;32;303.2;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00407.JPG,BH-00407I.JPG;empty;Hansen;4.9;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.33804;12.685291;54.335884;12.686337;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
24;2;NA;NA;BH-00409;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;580;NA;NA;NA;NA;64;1510;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00409.JPG,BH-00409I.JPG;empty;Hansen;36.4;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.33804;12.685291;54.335884;12.686337;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
25;2;NA;NA;BH-00410;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;681;NA;NA;NA;NA;76;2030;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00410.JPG,BH-00410I.JPG;perch;Hansen;48.1;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.33804;12.685291;54.335884;12.686337;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
26;2;NA;NA;BH-00406;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;379;NA;NA;NA;NA;37;342.6;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;0;NA;Round 1;1;NA;BH-00406.JPG,BH-00406I.JPG;fish;Hansen;5.1;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.33804;12.685291;54.335884;12.686337;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
27;3;NA;NA;BH-00361;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;114;NA;NA;NA;NA;NA;6.9;u;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;BH-00361.JPG,BH-00361I.JPG,BH-00361II.JPG;NA;Hansen;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.314107;12.702211;54.312567;12.703852;17.4;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
28;3;NA;NA;BH-00362;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;121;NA;NA;NA;NA;NA;10;u;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;BH-00362.JPG;NA;Hansen;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.314107;12.702211;54.312567;12.703852;17.4;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
29;3;NA;NA;BH-00364;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;334;NA;NA;NA;NA;NA;274.5;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;NA;1;TRUE;Round 1;1;NA;BH-00364.JPG,BH-364I.JPG;perch;Hansen;4.3;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.314107;12.702211;54.312567;12.703852;17.4;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
30;3;NA;NA;BH-00363;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;99;NA;NA;NA;NA;NA;5.5;u;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;BH-00363.JPG;NA;Hansen;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.314107;12.702211;54.312567;12.703852;17.4;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
31;3;NA;NA;BH-00365;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;556;NA;NA;NA;NA;57;1308.2;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;NA;1;TRUE;Round 1;1;NA;BH-00365.JPG,BH-00365I.JPG;empty;Hansen;35.5;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.314107;12.702211;54.312567;12.703852;17.4;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
32;4;NA;NA;BH-00367;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;603;NA;NA;NA;NA;68;1500;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;NA;0;TRUE;Round 1;1;NA;BH-00367.JPG,BH-00367I.JPG;perch;Hansen;55.6;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.310911;12.70472;54.312509;12.70387;18.8;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
33;4;NA;NA;BH-00371;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;366;NA;NA;NA;NA;47;391.5;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;NA;1;TRUE;Round 1;1;NA;BH-00371.JPG,BH-00371I.JPG,BH-00371II.JPG;bleak;Hansen;7.9;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.310911;12.70472;54.312509;12.70387;18.8;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
34;4;NA;NA;BH-00368;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;528;NA;NA;NA;NA;56;1056.3;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;NA;1;TRUE;Round 1;1;NA;BH-00368.JPG,BH-368I.JPG;empty;Hansen;25.1;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.310911;12.70472;54.312509;12.70387;18.8;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
35;4;NA;NA;BH-00369;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;472;NA;NA;NA;NA;54;793.3;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;NA;1;TRUE;Round 1;1;NA;BH-00369.JPG,BH-00369I.JPG;perch;Hansen;13.5;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.310911;12.70472;54.312509;12.70387;18.8;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
36;4;NA;NA;BH-00372;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;376;NA;NA;NA;NA;42;367;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;NA;1;TRUE;Round 1;1;NA;BH-00372.JPG,BH-00372I.JPG;fish;Hansen;5.8;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.310911;12.70472;54.312509;12.70387;18.8;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
37;4;NA;NA;BH-00370;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;338;NA;NA;NA;NA;40;251.3;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;NA;1;TRUE;Round 1;1;NA;BH-00370.JPG,BH-00370I.JPG;fish;Hansen;5;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.310911;12.70472;54.312509;12.70387;18.8;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
38;4;NA;NA;BH-00366;2019-07-10;NA;NA;NA;0;NA;FALSE;NA;NA;NA;85;NA;NA;NA;NA;NA;3.9;u;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;BH-00366.JPG,BH-00366I.JPG;NA;Hansen;0;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.310911;12.70472;54.312509;12.70387;18.8;1364;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
39;5;NA;NA;BH-00386;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;102;NA;NA;NA;NA;NA;6.8;u;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;0;NA;0;TRUE;Round 1;1;NA;BH-00386.JPG,BH-00386I.JPG;NA;Hansen;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.315554;12.701514;54.313837;12.702453;18.8;1366;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
40;5;NA;NA;BH-00387;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;627;NA;NA;NA;NA;63;815;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00387.JPG,BH-00387I.JPG;empty;Hansen;40.3;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.315554;12.701514;54.313837;12.702453;18.8;1366;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
41;5;NA;NA;BH-00388;2019-07-11;NA;NA;NA;0;NA;FALSE;NA;NA;NA;639;NA;NA;NA;NA;67;1860;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00388.JPG,BH-00388I.JPG;perch;Hansen;35.1;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Barthe;54.315554;12.701514;54.313837;12.702453;18.8;1366;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
42;6;NA;NA;BH-00417;2019-07-12;NA;NA;NA;0;NA;FALSE;NA;NA;NA;557;NA;NA;NA;NA;58;1074.3;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00417.JPG,BH-00417I.JPG;perch;Hansen;14.4;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Peene;53.972464;13.268719;53.96641;13.257406;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
43;6;NA;NA;BH-00418;2019-07-12;NA;NA;NA;0;NA;FALSE;NA;NA;NA;758;NA;NA;NA;NA;80;2450;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;TRUE;Round 1;1;NA;BH-00418.JPG,BH-00418I.JPG;empty;Hansen;58.5;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Peene;53.972464;13.268719;53.96641;13.257406;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
44;6;NA;NA;BH-00419;2019-07-12;NA;NA;NA;0;NA;FALSE;NA;NA;NA;958;NA;NA;NA;NA;115;5780;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;TRUE;Round 1;1;NA;BH-00419.JPG,BH-00419I.JPG,BH-00419II.JPG;empty;Hansen;117.8;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Peene;53.972464;13.268719;53.96641;13.257406;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
45;7;NA;NA;BH-00416;2019-07-12;NA;NA;NA;0;NA;FALSE;NA;NA;NA;415;NA;NA;NA;NA;43;433.7;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00416.JPG,BH-00416I.JPG;perch;Hansen;3.3;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Peene;53.966119;13.258997;53.972451;13.267702;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
46;9;NA;NA;BH-00424;2019-07-12;NA;NA;NA;0;NA;FALSE;NA;NA;NA;425;NA;NA;NA;NA;46;508.3;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;TRUE;Round 1;1;NA;BH-00424.JPG,BH-00424I.JPG;perch;Hansen;6.4;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Peene;53.892602;13.021617;53.892871;13.027841;20.6;732;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
47;9;NA;NA;BH-00426;2019-07-12;NA;NA;NA;0;NA;FALSE;NA;NA;NA;432;NA;NA;NA;NA;44;527.8;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00426.JPG,BH-00426I.JPG;roach;Hansen;8.8;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Peene;53.892602;13.021617;53.892871;13.027841;20.6;732;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
48;9;NA;NA;BH-00422;2019-07-12;NA;NA;NA;0;NA;FALSE;NA;NA;NA;385;NA;NA;NA;NA;39;340.1;m;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;Round 1;1;NA;BH-00422.JPG,BH-00422I.JPG;fish;Hansen;2.9;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Peene;53.892602;13.021617;53.892871;13.027841;20.6;732;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
49;9;NA;NA;BH-00425;2019-07-12;NA;NA;NA;0;NA;FALSE;NA;NA;NA;496;NA;NA;NA;NA;49;777.2;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;1;NA;NA;1;NA;BH-00425.JPG,BH-00425I.JPG;empty;Hansen;8.9;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Peene;53.892602;13.021617;53.892871;13.027841;20.6;732;NA;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
